员工ID,姓名,事业部,城市,站点,岗位,员工状态,入职时间,7月申领情况,申购情况,申购订单状态
20244707,usr_748,***浙江事业部,杭州,家师傅杭州****,带单师父,正式,2025/5/7 00:00,未申领,已申购,已支付
20244814,usr_749,***浙江事业部,杭州,家师傅杭州深度服****,员工,正式,2025/5/25 00:00,未申领,已申购,已支付
20244817,usr_750,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/5/12 00:00,未申领,已申购,已支付
20244841,usr_751,***浙江事业部,宁波,深度服****,员工,正式,2025/5/16 00:00,未申领,已申购,已支付
20244855,usr_752,***上海浦东事业部,上海,深度服****,员工,正式,2025/11/23 00:00,未申领,已申购,已支付
20244862,usr_753,***苏北事业部,南京,深度服****,员工,正式,2025/5/7 00:00,未申领,未申购,
20244871,usr_754,***上海浦东事业部,上海,上海深度服****,员工,正式,2025/5/11 00:00,未申领,已申购,已支付
20244879,usr_755,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/5/12 00:00,未申领,已申购,已支付
20244917,usr_756,***上海浦东事业部,上海,上海深度服****,员工,正式,2025/5/12 00:00,未申领,已申购,已支付
20245009,usr_757,***川渝事业部,成都,深度服****,员工,正式,2025/5/18 00:00,未申领,未申购,
20245023,usr_758,***厦门事业部,泉州,深度服****,员工,正式,2025/6/14 00:00,未申领,未申购,
20245067,usr_759,***北京事业部,北京,家师傅北京****,储备站长,正式,2025/5/17 00:00,未申领,已申购,已支付
20245072,usr_760,***浙江事业部,杭州,深度服****,员工,正式,2025/5/23 00:00,未申领,未申购,
20245092,usr_761,***华中事业部,长沙,深度服****,员工,正式,2025/5/18 00:00,未申领,未申购,
20245093,usr_762,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/5/18 00:00,未申领,已申购,已支付
20245110,usr_763,***川渝事业部,成都,家师傅成都****,员工,正式,2025/5/25 00:00,未申领,已申购,已支付
20245112,usr_764,***上海浦东事业部,上海,深度服****,员工,正式,2025/5/19 00:00,未申领,已申购,已支付
20245195,usr_765,***川渝事业部,重庆,重庆家师****,员工,正式,2025/5/26 00:00,未申领,未申购,
20245247,usr_766,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/5/31 00:00,未申领,已申购,已支付
20245253,usr_767,***浙江事业部,杭州,深度服****,员工,正式,2025/6/2 00:00,未申领,未申购,
20245320,usr_768,***浙江事业部,杭州,深度服****,员工,正式,2025/6/4 00:00,未申领,未申购,
20245339,usr_769,***浙江事业部,杭州,深度服****,员工,正式,2025/6/5 00:00,未申领,已申购,已支付
20245538,usr_770,***北京事业部,北京,深度服务****,员工,正式,2025/6/12 00:00,未申领,未申购,
20245621,usr_771,***苏北事业部,南京,深度服****,员工,正式,2025/12/2 00:00,未申领,已申购,已支付
20245628,usr_772,***收纳即刻事业部,厦门,厦门收纳****,员工,正式,2025/7/4 00:00,未申领,已申购,已支付
20245676,usr_773,***上海浦东事业部,上海,上海深度服****,员工,正式,2025/6/30 00:00,未申领,已申购,已支付
20245681,usr_774,***浙江事业部,宁波,深度服****,员工,正式,2025/6/30 00:00,未申领,已申购,已支付
20245728,usr_775,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/8/2 00:00,未申领,已申购,已支付
20245760,usr_776,***北京事业部,北京,家师傅北京****,员工,正式,2025/8/13 00:00,未申领,已申购,已支付
20246101,usr_777,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/7/13 00:00,未申领,已申购,已支付
20246225,usr_778,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/7/5 00:00,未申领,已申购,已支付
20246415,usr_779,***上海浦东事业部,上海,深度服****,员工,正式,2025/7/22 00:00,未申领,已申购,已支付
20246474,usr_780,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/7/28 00:00,未申领,已申购,已支付
20246660,usr_781,***浙江事业部,杭州,深度服****,员工,正式,2025/8/5 00:00,未申领,已申购,已支付
20246837,usr_782,***浙江事业部,宁波,深度服****,员工,正式,2025/9/8 00:00,未申领,未申购,
20246973,usr_783,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/8/21 00:00,未申领,已申购,已支付
20247026,usr_784,***浙江事业部,宁波,家师傅宁波****,员工,正式,2025/8/12 00:00,未申领,已申购,已支付
20247042,usr_785,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/8/13 00:00,未申领,已申购,已支付
20247087,usr_786,***北京事业部,北京,家师傅北京****,员工,正式,2025/8/9 00:00,未申领,已申购,已支付
20247116,usr_787,***浙江事业部,杭州,深度服****,员工,正式,2025/8/29 00:00,未申领,已申购,已支付
20247123,usr_788,***浙江事业部,宁波,深度服****,员工,正式,2025/8/30 00:00,未申领,已申购,已支付
20247159,usr_789,***华中事业部,武汉,武汉深度服务****,储备培训师,正式,2025/8/23 00:00,未申领,已申购,已支付
20247235,usr_790,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/9/12 00:00,未申领,已申购,已支付
20247236,usr_791,***北京事业部,青岛,深度服****,员工,正式,2025/8/29 00:00,未申领,未申购,
20247416,usr_792,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/8/30 00:00,未申领,已申购,已支付
20247475,usr_793,***北京事业部,北京,家师傅北京****,员工,正式,2025/9/6 00:00,未申领,已申购,已支付
20247496,usr_794,***华中事业部,武汉,武汉深度服务****,员工,正式,2025/9/18 00:00,未申领,未申购,
20247512,usr_795,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/9/16 00:00,未申领,已申购,已支付
20247531,usr_796,***厦门事业部,厦门,厦门深度服****,员工,正式,2025/10/19 00:00,未申领,已申购,已支付
20247575,usr_797,***厦门事业部,厦门,厦门深度服****,员工,正式,2025/9/12 00:00,未申领,已申购,已支付
20247577,usr_798,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/9/18 00:00,未申领,已申购,已支付
20247630,usr_799,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/9/20 00:00,未申领,已申购,已支付
20247659,usr_800,***广佛事业部,广州,深度服****,员工,正式,2025/9/16 00:00,未申领,已申购,已支付
20247780,usr_801,***北京事业部,青岛,深度服****,员工,正式,2025/9/30 00:00,未申领,已申购,已支付
20247797,usr_802,***广佛事业部,广州,家师傅广州****,员工,正式,2025/9/18 00:00,未申领,已申购,已支付
20247832,usr_803,***苏北事业部,南京,深度服****,员工,正式,2025/9/15 00:00,未申领,已申购,已支付
20247834,usr_804,***深圳事业部,深圳,家师傅深圳****,带单师父,正式,2025/9/18 00:00,未申领,已申购,已支付
20247877,usr_805,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/9/18 00:00,未申领,已申购,已支付
20247892,usr_806,***浙江事业部,杭州,深度服****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20247940,usr_807,***川渝事业部,成都,家师傅成都****,员工,正式,2025/9/30 00:00,未申领,已申购,已支付
20247951,usr_808,***广佛事业部,广州,深度服****,员工,正式,2025/9/24 00:00,未申领,已申购,已支付
20248161,usr_809,***苏北事业部,南京,家师傅南京****,员工,正式,2025/9/20 00:00,未申领,已申购,已支付
20248169,usr_810,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20248233,usr_811,***北京事业部,青岛,深度服****,员工,正式,2025/9/28 00:00,未申领,已申购,已支付
20248390,usr_812,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/10/11 00:00,未申领,已申购,已支付
20248447,usr_813,***北京事业部,北京,深度服****,员工,正式,2025/10/11 00:00,未申领,已申购,已支付
20248515,usr_814,***浙江事业部,杭州,深度服****,员工,正式,2025/12/16 00:00,未申领,已申购,已支付
20248528,usr_815,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/10/5 00:00,未申领,已申购,已支付
20248758,usr_816,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/3 00:00,未申领,已申购,已支付
20248773,usr_817,***福州事业部,福州,深度服****,员工,正式,2025/10/22 00:00,未申领,未申购,
20248782,usr_818,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/13 00:00,未申领,已申购,已支付
20248783,usr_819,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/8 00:00,未申领,已申购,已支付
20248784,usr_820,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/3 00:00,未申领,已申购,已支付
20248793,usr_821,***北京事业部,北京,家师傅北京****,员工,正式,2025/10/11 00:00,未申领,已申购,已支付
20248817,usr_822,***广佛事业部,广州,深度服****,员工,正式,2025/10/13 00:00,未申领,已申购,已支付
20248860,usr_823,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/10/13 00:00,未申领,已申购,已支付
20248881,usr_824,***川渝事业部,成都,家师傅成都****,员工,正式,2025/10/14 00:00,未申领,已申购,已支付
20248883,usr_825,***福州事业部,福州,深度服****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20248906,usr_826,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20248925,usr_827,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/13 00:00,未申领,已申购,已支付
20248965,usr_828,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20248966,usr_829,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/11 00:00,未申领,已申购,已支付
20249128,usr_830,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/10/20 00:00,未申领,已申购,已支付
20249136,usr_831,***北京事业部,北京,深度服****,员工,正式,2025/10/17 00:00,未申领,未申购,
20249156,usr_832,***川渝事业部,成都,家师傅成都****,员工,正式,2025/10/17 00:00,未申领,已申购,已支付
20249157,usr_833,***川渝事业部,成都,深度服****,员工,正式,2025/11/7 00:00,未申领,已申购,已支付
20249164,usr_834,***苏南事业部,无锡,家师傅无锡****,员工,正式,2025/10/17 00:00,未申领,已申购,已支付
20249179,usr_835,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20249180,usr_836,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/20 00:00,未申领,已申购,已支付
20249184,usr_837,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20249195,usr_838,***北京事业部,北京,家师傅北京****,员工,正式,2025/10/19 00:00,未申领,已申购,已支付
20249198,usr_839,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20249200,usr_840,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20249201,usr_841,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249205,usr_842,***浙江事业部,杭州,深度服****,员工,正式,2025/10/21 00:00,未申领,未申购,
20249211,usr_843,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/7 00:00,未申领,已申购,已支付
20249220,usr_844,***浙江事业部,杭州,深度服****,员工,正式,2025/10/23 00:00,未申领,已申购,已支付
20249247,usr_845,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/22 00:00,未申领,已申购,已支付
20249248,usr_846,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/23 00:00,未申领,已申购,已支付
20249250,usr_847,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/6 00:00,未申领,已申购,已支付
20249254,usr_848,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249262,usr_849,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/26 00:00,未申领,已申购,已支付
20249268,usr_850,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20249275,usr_851,***苏北事业部,南京,家师傅南京****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20249278,usr_852,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249301,usr_853,***北京事业部,青岛,家师傅青岛****,员工,正式,2025/10/19 00:00,未申领,已申购,已支付
20249319,usr_854,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249322,usr_855,***北京事业部,北京,家师傅北京****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20249328,usr_856,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249345,usr_857,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/25 00:00,未申领,已申购,已支付
20249353,usr_858,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20249354,usr_859,***苏南事业部,南通,深度服****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249357,usr_860,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/10/20 00:00,未申领,未申购,
20249361,usr_861,***川渝事业部,成都,家师傅成都****,员工,正式,2025/10/21 00:00,未申领,已申购,已支付
20249363,usr_862,***川渝事业部,成都,家师傅成都****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249364,usr_863,***收纳即刻事业部,上海,上海收纳****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249369,usr_864,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/10/22 00:00,未申领,已申购,已支付
20249380,usr_865,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/23 00:00,未申领,已申购,已支付
20249396,usr_866,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20249397,usr_867,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249400,usr_868,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/10/25 00:00,未申领,已申购,已支付
20249401,usr_869,***广佛事业部,广州,家师傅广州****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20249436,usr_870,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249437,usr_871,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249455,usr_872,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/10/22 00:00,未申领,已申购,已支付
20249466,usr_873,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/10/28 00:00,未申领,未申购,
20249477,usr_874,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249478,usr_875,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/10/27 00:00,未申领,已申购,已支付
20249479,usr_876,***北京事业部,北京,家师傅北京****,员工,正式,2025/10/23 00:00,未申领,已申购,已支付
20249486,usr_877,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/27 00:00,未申领,未申购,
20249491,usr_878,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/9 00:00,未申领,已申购,已支付
20249493,usr_879,***广佛事业部,广州,家师傅广州****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249501,usr_880,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/10/28 00:00,未申领,未申购,
20249502,usr_881,***北京事业部,北京,深度服****,员工,正式,2025/10/29 00:00,未申领,已申购,已支付
20249506,usr_882,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/10/28 00:00,未申领,未申购,
20249512,usr_883,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/10/29 00:00,未申领,未申购,
20249513,usr_884,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249537,usr_885,***浙江事业部,杭州,深度服****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249554,usr_886,***收纳即刻事业部,北京,北京收纳****,员工,正式,2025/11/9 00:00,未申领,已申购,已支付
20249565,usr_887,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249568,usr_888,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249569,usr_889,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249570,usr_890,***浙江事业部,杭州,深度服****,员工,正式,2025/10/26 00:00,未申领,已申购,已支付
20249571,usr_891,***苏北事业部,南京,深度服****,员工,正式,2025/11/11 00:00,未申领,已申购,已支付
20249573,usr_892,***苏北事业部,南京,家师傅南京****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249574,usr_893,***苏北事业部,南京,深度服****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249575,usr_894,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249584,usr_895,***北京事业部,北京,家师傅北京****,员工,正式,2025/10/24 00:00,未申领,已申购,已支付
20249587,usr_896,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/10/28 00:00,未申领,已申购,已支付
20249590,usr_897,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249593,usr_898,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249596,usr_899,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249597,usr_900,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249599,usr_901,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249600,usr_902,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249602,usr_903,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249620,usr_904,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/29 00:00,未申领,已申购,已支付
20249624,usr_905,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/26 00:00,未申领,已申购,已支付
20249631,usr_906,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249637,usr_907,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249640,usr_908,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249660,usr_909,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249661,usr_910,***浙江事业部,杭州,家师傅杭州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249662,usr_911,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249683,usr_912,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249686,usr_913,***苏北事业部,南京,家师傅南京****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249688,usr_914,***浙江事业部,杭州,深度服****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249698,usr_915,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249700,usr_916,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249701,usr_917,***川渝事业部,重庆,重庆家师****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20249703,usr_918,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20249707,usr_919,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249710,usr_920,***北京事业部,北京,深度服务****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249715,usr_921,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249716,usr_922,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249717,usr_923,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249721,usr_924,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20249735,usr_925,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/3 00:00,未申领,已申购,已支付
20249737,usr_926,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/10/30 00:00,未申领,已申购,已支付
20249741,usr_927,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249743,usr_928,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249744,usr_929,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249754,usr_930,***苏北事业部,南京,家师傅南京****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249756,usr_931,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/1 00:00,未申领,已申购,已支付
20249758,usr_932,***浙江事业部,宁波,深度服****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249759,usr_933,***浙江事业部,宁波,深度服****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249767,usr_934,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20249769,usr_935,***福州事业部,福州,家师傅福州****,员工,正式,2025/11/17 00:00,未申领,已申购,已支付
20249771,usr_936,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20249780,usr_937,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/11/2 00:00,未申领,已申购,已支付
20249789,usr_938,***苏北事业部,南京,深度服****,员工,正式,2025/11/5 00:00,未申领,已申购,已支付
20249791,usr_939,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/10/31 00:00,未申领,已申购,已支付
20249796,usr_940,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/11 00:00,未申领,已申购,已支付
20249803,usr_941,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20249829,usr_942,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20249833,usr_943,***收纳即刻事业部,广州,广州收纳****,员工,正式,2025/11/11 00:00,未申领,已申购,已支付
20249835,usr_944,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/4 00:00,未申领,已申购,已支付
20249836,usr_945,***北京事业部,北京,深度服****,员工,正式,2025/11/6 00:00,未申领,已申购,已支付
20249838,usr_946,***北京事业部,北京,深度服务****,员工,正式,2025/11/9 00:00,未申领,已申购,已支付
20249839,usr_947,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20249849,usr_948,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/6 00:00,未申领,已申购,已支付
20249858,usr_949,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/6 00:00,未申领,已申购,已支付
20249879,usr_950,***上海浦西事业部,上海,家师傅上海浦西****,员工,正式,2025/11/7 00:00,未申领,已申购,已支付
20249883,usr_951,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20249887,usr_952,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/22 00:00,未申领,已申购,已支付
20249892,usr_953,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/8 00:00,未申领,已申购,已支付
20249898,usr_954,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/9 00:00,未申领,已申购,已支付
20249899,usr_955,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/13 00:00,未申领,未申购,
20249915,usr_956,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20249925,usr_957,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/13 00:00,未申领,已申购,已支付
20249930,usr_958,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/11 00:00,未申领,已申购,已支付
20249936,usr_959,***苏北事业部,南京,家师傅南京****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20249950,usr_960,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20249957,usr_961,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/13 00:00,未申领,已申购,已支付
20249973,usr_962,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/18 00:00,未申领,已申购,已支付
20249978,usr_963,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20249979,usr_964,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20249987,usr_965,***广佛事业部,佛山,家师傅佛山****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20249990,usr_966,***苏北事业部,南京,深度服****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20249992,usr_967,***广佛事业部,佛山,家师傅佛山****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20249993,usr_968,***广佛事业部,佛山,家师傅佛山****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20249994,usr_969,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/15 00:00,未申领,已申购,已支付
20249995,usr_970,***北京事业部,北京,深度服务****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20249997,usr_971,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/15 00:00,未申领,已申购,已支付
20250001,usr_972,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/10 00:00,未申领,已申购,已支付
20250013,usr_973,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/22 00:00,未申领,已申购,已支付
20250014,usr_974,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2025/11/30 00:00,未申领,已申购,已支付
20250017,usr_975,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/13 00:00,未申领,已申购,已支付
20250024,usr_976,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/15 00:00,未申领,已申购,已支付
20250026,usr_977,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/10 00:00,未申领,已申购,已支付
20250038,usr_978,***广佛事业部,广州,深度服****,员工,正式,2025/11/15 00:00,未申领,已申购,已支付
20250053,usr_979,***苏南事业部,南通,深度服****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20250062,usr_980,***北京事业部,北京,深度服****,员工,正式,2025/11/11 00:00,未申领,已申购,已支付
20250065,usr_981,***北京事业部,北京,深度服****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20250067,usr_982,***北京事业部,北京,深度服务****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20250070,usr_983,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20250079,usr_984,***厦门事业部,厦门,家师傅厦门深****,员工,正式,2025/11/19 00:00,未申领,已申购,已支付
20250081,usr_985,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/19 00:00,未申领,已申购,已支付
20250086,usr_986,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/12 00:00,未申领,已申购,已支付
20250088,usr_987,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/18 00:00,未申领,已申购,已支付
20250096,usr_988,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2025/12/13 00:00,未申领,已申购,已支付
