订单年月日,订单年月,is_ot,ot_official,科目,线索量,约课量,试听完课量,新签订单量
2022-07-14,2022-07,0,0,English,67,17,15,4
2022-07-14,2022-07,1,0,Chinese,92,12,12,7
2022-07-14,2022-07,1,0,English,13,2,2,1
2022-07-14,2022-07,0,0,Math,0,0,0,2
2022-07-13,2022-07,0,0,Chinese,776,137,123,30
2022-07-13,2022-07,1,0,Chinese,69,11,10,4
2022-07-13,2022-07,0,0,English,35,10,10,1
2022-07-12,2022-07,0,0,Chinese,1151,107,92,26
2022-07-12,2022-07,0,0,English,48,12,9,4
2022-07-12,2022-07,1,0,Chinese,40,8,7,5
2022-07-12,2022-07,1,1,Chinese,19,2,2,4
2022-07-12,2022-07,1,0,English,10,0,0,0
2022-07-12,2022-07,1,0,Math,0,0,0,2
2022-07-12,2022-07,0,0,Math,0,0,0,2
2022-07-11,2022-07,0,0,Chinese,630,148,125,71
2022-07-11,2022-07,0,0,English,95,16,12,5
2022-07-11,2022-07,1,0,Chinese,70,10,9,1
2022-07-11,2022-07,1,1,Chinese,25,4,4,6
2022-07-11,2022-07,1,0,English,5,2,1,1
2022-07-11,2022-07,1,0,Math,0,0,0,1
2022-07-11,2022-07,0,0,Math,0,0,0,3
2022-07-10,2022-07,0,0,Chinese,581,116,103,56
2022-07-10,2022-07,0,0,English,55,12,11,5
2022-07-10,2022-07,1,0,Chinese,57,10,10,7
2022-07-10,2022-07,1,1,Chinese,30,5,5,2
2022-07-10,2022-07,1,0,English,11,0,0,0
2022-07-10,2022-07,0,0,Math,0,0,0,3
2022-07-09,2022-07,0,0,Chinese,706,144,127,40
2022-07-09,2022-07,1,0,Chinese,84,13,10,6
2022-07-09,2022-07,0,0,English,82,12,8,3
2022-07-09,2022-07,1,1,Chinese,25,3,3,5
2022-07-09,2022-07,1,0,English,31,0,0,0
2022-07-09,2022-07,0,0,Math,0,0,0,2
2022-07-08,2022-07,0,0,Chinese,647,101,91,37
2022-07-08,2022-07,1,0,Chinese,82,18,13,11
2022-07-08,2022-07,0,0,English,68,18,16,6
2022-07-08,2022-07,1,1,Chinese,27,4,3,3
2022-07-08,2022-07,1,0,English,9,3,2,3
2022-07-08,2022-07,0,0,Math,0,0,0,4
2022-07-07,2022-07,0,0,Chinese,535,118,106,28
2022-07-07,2022-07,1,0,Chinese,60,13,11,2
2022-07-07,2022-07,0,0,English,75,10,9,8
2022-07-07,2022-07,1,1,Chinese,20,7,7,1
2022-07-07,2022-07,1,0,English,4,3,3,3
2022-07-07,2022-07,0,0,Math,0,0,0,7
2022-07-07,2022-07,1,0,Math,0,0,0,1
2022-07-06,2022-07,0,0,Chinese,399,79,70,21
2022-07-06,2022-07,0,0,English,80,12,11,10
2022-07-06,2022-07,1,0,Chinese,69,8,7,3
2022-07-06,2022-07,1,1,Chinese,21,3,3,5
2022-07-06,2022-07,1,0,English,5,2,1,2
2022-07-06,2022-07,0,0,Math,0,0,0,2
2022-07-05,2022-07,0,0,Chinese,587,102,88,37
2022-07-05,2022-07,0,0,English,166,20,20,6
2022-07-05,2022-07,1,0,Chinese,55,10,10,7
2022-07-05,2022-07,1,1,Chinese,23,5,5,1
2022-07-05,2022-07,1,1,English,0,0,0,0
2022-07-05,2022-07,0,0,Math,0,0,0,9
2022-07-05,2022-07,1,0,Math,0,0,0,1
2022-07-04,2022-07,0,0,Chinese,871,201,180,35
2022-07-04,2022-07,1,0,Chinese,61,13,11,6
2022-07-04,2022-07,0,0,English,126,13,12,2
2022-07-04,2022-07,1,1,Chinese,19,5,4,2
2022-07-04,2022-07,1,0,English,7,2,2,0
2022-07-04,2022-07,0,0,Math,0,0,0,12
2022-07-04,2022-07,1,0,Math,0,0,0,1
2022-07-03,2022-07,0,0,Chinese,742,84,69,21
2022-07-03,2022-07,0,0,English,392,14,11,3
2022-07-03,2022-07,1,1,Chinese,28,9,9,1
2022-07-03,2022-07,1,0,Chinese,37,7,6,3
2022-07-03,2022-07,0,0,Math,0,0,0,5
2022-07-02,2022-07,0,0,Chinese,579,114,100,16
2022-07-02,2022-07,0,0,English,63,14,13,8
2022-07-02,2022-07,1,0,Chinese,36,5,5,7
2022-07-02,2022-07,1,0,English,7,3,3,1
2022-07-02,2022-07,1,1,Chinese,17,2,2,1
2022-07-01,2022-07,0,0,Chinese,1293,177,146,33
2022-07-01,2022-07,1,0,Chinese,68,17,16,5
2022-07-01,2022-07,0,0,English,96,16,15,30
2022-07-01,2022-07,1,1,Chinese,26,8,8,2
2022-07-01,2022-07,1,0,English,4,2,2,1
2022-07-01,2022-07,0,0,Math,0,0,0,1
2022-06-30,2022-06,0,0,Chinese,654,110,95,232
2022-06-30,2022-06,0,0,English,157,42,30,33
2022-06-30,2022-06,1,0,Chinese,85,20,20,28
2022-06-30,2022-06,1,1,Chinese,34,7,7,6
2022-06-30,2022-06,1,0,English,10,2,2,1
2022-06-29,2022-06,0,0,Chinese,721,151,141,109
2022-06-29,2022-06,0,0,English,185,39,29,16
2022-06-29,2022-06,1,0,Chinese,57,8,8,14
2022-06-29,2022-06,1,1,Chinese,26,4,4,4
2022-06-29,2022-06,1,0,English,15,1,1,4
2022-06-29,2022-06,1,0,Math,0,0,0,1
2022-06-29,2022-06,0,0,Math,0,0,0,1
2022-06-28,2022-06,0,0,Chinese,899,163,139,83
2022-06-28,2022-06,0,0,English,471,59,43,5
2022-06-28,2022-06,1,0,Chinese,72,18,17,16
2022-06-28,2022-06,1,1,Chinese,25,6,5,1
2022-06-28,2022-06,1,0,English,7,2,2,3
2022-06-27,2022-06,0,0,Chinese,1037,210,189,102
2022-06-27,2022-06,0,0,English,485,45,32,14
2022-06-27,2022-06,1,0,Chinese,84,24,22,9
2022-06-27,2022-06,1,0,English,22,7,6,1
2022-06-27,2022-06,0,0,Math,0,0,0,5
2022-06-26,2022-06,0,0,Chinese,1073,214,191,84
2022-06-26,2022-06,0,0,English,221,25,20,18
2022-06-26,2022-06,1,0,Chinese,74,20,19,13
2022-06-26,2022-06,1,1,Chinese,24,7,7,2
2022-06-26,2022-06,1,0,English,17,3,2,3
2022-06-26,2022-06,0,0,Math,0,0,0,1
2022-06-25,2022-06,0,0,Chinese,1118,252,222,64
2022-06-25,2022-06,0,0,English,317,78,57,7
2022-06-25,2022-06,1,0,Chinese,75,21,19,6
2022-06-25,2022-06,1,1,Chinese,25,6,6,1
2022-06-25,2022-06,1,0,English,17,0,0,1
2022-06-25,2022-06,0,0,Math,0,0,0,1
2022-06-24,2022-06,0,0,Chinese,936,180,155,52
2022-06-24,2022-06,0,0,English,236,31,25,5
2022-06-24,2022-06,1,0,Chinese,80,20,16,9
2022-06-24,2022-06,1,1,Chinese,24,6,6,5
2022-06-24,2022-06,1,0,English,17,3,3,2
2022-06-24,2022-06,1,1,English,0,0,0,1
2022-06-23,2022-06,0,0,Chinese,884,185,166,69
2022-06-23,2022-06,0,0,English,255,29,22,11
2022-06-23,2022-06,1,0,Chinese,94,16,15,7
2022-06-23,2022-06,1,1,Chinese,23,7,6,3
2022-06-23,2022-06,1,0,English,17,2,2,1
2022-06-23,2022-06,1,1,English,0,0,0,0
2022-06-22,2022-06,0,0,Chinese,849,171,149,42
2022-06-22,2022-06,0,0,English,277,46,40,10
2022-06-22,2022-06,1,0,Chinese,64,9,7,6
2022-06-22,2022-06,1,1,Chinese,23,5,5,1
2022-06-22,2022-06,0,0,Math,0,0,0,1
2022-06-21,2022-06,0,0,Chinese,925,188,163,29
2022-06-21,2022-06,0,0,English,249,60,48,4
2022-06-21,2022-06,1,0,Chinese,88,19,17,2
2022-06-21,2022-06,1,1,Chinese,35,9,7,1
2022-06-20,2022-06,0,0,Chinese,2367,325,282,113
2022-06-20,2022-06,0,0,English,525,95,55,13
2022-06-20,2022-06,1,0,Chinese,112,21,19,4
2022-06-19,2022-06,0,0,Chinese,1052,182,155,85
2022-06-19,2022-06,0,0,English,206,32,24,5
2022-06-19,2022-06,1,0,Chinese,81,11,11,10
2022-06-19,2022-06,1,1,Chinese,32,4,3,1
2022-06-18,2022-06,0,0,Chinese,997,214,188,202
2022-06-18,2022-06,0,0,English,252,45,37,26
2022-06-18,2022-06,1,0,Chinese,78,25,25,11
2022-06-18,2022-06,1,0,English,15,6,5,1
2022-06-18,2022-06,1,1,Chinese,34,5,4,9
2022-06-18,2022-06,1,0,Math,0,0,0,1
2022-06-17,2022-06,0,0,Chinese,1211,270,251,84
2022-06-17,2022-06,0,0,English,303,49,37,17
2022-06-17,2022-06,1,0,Chinese,79,13,12,16
2022-06-17,2022-06,1,0,English,22,8,7,4
2022-06-17,2022-06,1,1,Chinese,26,6,6,3
2022-06-16,2022-06,0,0,Chinese,1145,215,191,87
2022-06-16,2022-06,0,0,English,390,94,75,12
2022-06-16,2022-06,1,0,Chinese,277,39,33,12
2022-06-16,2022-06,1,1,Chinese,32,10,10,4
2022-06-16,2022-06,1,0,English,17,5,3,2
2022-06-15,2022-06,0,0,Chinese,1720,248,225,62
2022-06-15,2022-06,0,0,English,327,60,48,16
2022-06-15,2022-06,1,0,Chinese,480,37,34,8
2022-06-15,2022-06,1,1,Chinese,32,6,6,1
2022-06-15,2022-06,1,0,English,19,4,4,8
2022-06-14,2022-06,0,0,Chinese,1956,233,197,51
2022-06-14,2022-06,0,0,English,290,42,35,8
2022-06-14,2022-06,1,0,Chinese,88,19,19,5
2022-06-14,2022-06,1,1,Chinese,31,6,5,1
2022-06-14,2022-06,1,0,English,20,5,5,1
2022-06-13,2022-06,0,0,Chinese,1037,230,194,78
2022-06-13,2022-06,0,0,English,321,57,50,10
2022-06-13,2022-06,1,0,Chinese,81,32,29,7
2022-06-13,2022-06,1,1,Chinese,19,4,4,2
2022-06-13,2022-06,1,0,English,16,4,4,1
2022-06-12,2022-06,0,0,Chinese,890,200,182,67
2022-06-12,2022-06,0,0,English,303,36,26,7
2022-06-12,2022-06,1,0,Chinese,48,9,8,6
2022-06-12,2022-06,1,1,Chinese,29,8,8,1
2022-06-11,2022-06,0,0,Chinese,801,169,154,70
2022-06-11,2022-06,0,0,English,355,59,50,9
2022-06-11,2022-06,1,0,Chinese,75,16,13,11
2022-06-11,2022-06,1,0,English,14,2,2,0
2022-06-11,2022-06,1,1,English,0,0,0,0
2022-06-10,2022-06,0,0,Chinese,1358,264,229,54
2022-06-10,2022-06,0,0,English,332,50,35,5
2022-06-10,2022-06,1,0,Chinese,88,19,15,8
2022-06-10,2022-06,1,1,Chinese,29,7,7,3
2022-06-10,2022-06,1,0,English,25,4,4,0
2022-06-09,2022-06,0,0,Chinese,894,214,189,62
2022-06-09,2022-06,0,0,English,387,58,46,11
2022-06-09,2022-06,1,0,Chinese,67,17,16,9
2022-06-09,2022-06,1,1,Chinese,41,11,11,1
2022-06-09,2022-06,1,0,English,22,7,6,3
2022-06-08,2022-06,0,0,Chinese,1065,137,123,47
2022-06-08,2022-06,0,0,English,431,63,50,7
2022-06-08,2022-06,1,0,Chinese,84,15,12,16
2022-06-08,2022-06,1,1,Chinese,32,9,9,1
2022-06-08,2022-06,1,0,English,18,7,6,3
2022-06-07,2022-06,0,0,Chinese,940,202,184,55
2022-06-07,2022-06,0,0,English,478,68,49,19
2022-06-07,2022-06,1,0,Chinese,94,23,21,8
2022-06-07,2022-06,1,0,English,20,4,4,3
2022-06-06,2022-06,0,0,Chinese,1392,228,200,78
2022-06-06,2022-06,0,0,English,405,83,61,10
2022-06-06,2022-06,1,0,Chinese,83,20,16,10
2022-06-06,2022-06,1,0,English,36,9,9,6
2022-06-05,2022-06,0,0,Chinese,1099,244,213,54
2022-06-05,2022-06,0,0,English,418,44,34,7
2022-06-05,2022-06,1,0,Chinese,91,15,14,11
2022-06-04,2022-06,0,0,Chinese,1085,262,226,62
2022-06-04,2022-06,0,0,English,452,116,88,5
2022-06-04,2022-06,1,0,Chinese,208,14,13,12
2022-06-04,2022-06,1,0,English,40,5,3,1
2022-06-03,2022-06,0,0,Chinese,765,195,178,29
2022-06-03,2022-06,0,0,English,412,93,77,8
2022-06-03,2022-06,1,0,Chinese,154,20,17,4
2022-06-03,2022-06,1,0,English,42,11,10,1
2022-06-02,2022-06,0,0,Chinese,1074,188,166,49
2022-06-02,2022-06,0,0,English,349,60,45,4
2022-06-02,2022-06,1,0,Chinese,113,23,21,12
2022-06-02,2022-06,1,0,English,72,14,10,2
2022-06-01,2022-06,0,0,Chinese,889,207,188,80
2022-06-01,2022-06,0,0,English,466,72,61,21
2022-06-01,2022-06,1,0,Chinese,101,26,26,17
2022-06-01,2022-06,1,0,English,58,15,14,5
2022-05-31,2022-05,0,0,Chinese,713,129,119,160
2022-05-31,2022-05,0,0,English,457,62,45,28
2022-05-31,2022-05,1,0,Chinese,99,25,25,22
2022-05-31,2022-05,1,0,English,53,10,10,10
2022-05-30,2022-05,0,0,Chinese,1020,172,152,82
2022-05-30,2022-05,0,0,English,447,65,52,20
2022-05-30,2022-05,1,0,Chinese,124,25,22,15
2022-05-30,2022-05,1,0,English,44,7,7,3
2022-05-29,2022-05,0,0,Chinese,913,180,166,86
2022-05-29,2022-05,0,0,English,392,59,45,7
2022-05-29,2022-05,1,0,Chinese,117,30,28,12
2022-05-29,2022-05,1,0,English,41,7,7,1
2022-05-28,2022-05,0,0,Chinese,928,194,164,77
2022-05-28,2022-05,0,0,English,390,63,49,15
2022-05-28,2022-05,1,0,Chinese,257,32,31,23
2022-05-28,2022-05,1,0,English,47,13,12,0
2022-05-28,2022-05,1,1,English,0,0,0,0
2022-05-27,2022-05,0,0,Chinese,1363,235,215,59
2022-05-27,2022-05,0,0,English,361,47,32,12
2022-05-27,2022-05,1,0,Chinese,177,20,18,12
2022-05-27,2022-05,1,0,English,38,13,13,3
2022-05-26,2022-05,0,0,Chinese,1463,213,188,47
2022-05-26,2022-05,0,0,English,394,54,44,16
2022-05-26,2022-05,1,0,Chinese,161,25,25,12
2022-05-26,2022-05,1,0,English,27,2,2,2
2022-05-25,2022-05,0,0,Chinese,742,177,153,37
2022-05-25,2022-05,0,0,English,430,73,62,17
2022-05-25,2022-05,1,0,Chinese,58,20,19,11
2022-05-25,2022-05,1,0,English,34,11,9,1
2022-05-24,2022-05,0,0,Chinese,777,181,162,49
2022-05-24,2022-05,0,0,English,428,46,33,12
2022-05-24,2022-05,1,0,Chinese,88,32,31,7
2022-05-24,2022-05,1,0,English,59,12,12,1
2022-05-23,2022-05,0,0,Chinese,716,176,154,57
2022-05-23,2022-05,0,0,English,371,53,41,13
2022-05-23,2022-05,1,0,Chinese,135,28,26,11
2022-05-23,2022-05,1,0,English,38,10,9,2
2022-05-22,2022-05,0,0,Chinese,546,130,118,72
2022-05-22,2022-05,0,0,English,359,36,27,12
2022-05-22,2022-05,1,0,Chinese,82,22,22,13
2022-05-22,2022-05,1,0,English,28,2,2,1
2022-05-21,2022-05,0,0,Chinese,587,126,107,67
2022-05-21,2022-05,0,0,English,462,64,42,15
2022-05-21,2022-05,1,0,Chinese,75,26,24,12
2022-05-21,2022-05,1,0,English,36,4,4,2
2022-05-20,2022-05,0,0,Chinese,555,126,115,54
2022-05-20,2022-05,0,0,English,449,64,53,10
2022-05-20,2022-05,1,0,Chinese,103,31,24,16
2022-05-19,2022-05,0,0,Chinese,496,131,117,41
2022-05-19,2022-05,0,0,English,396,58,45,4
2022-05-19,2022-05,1,0,Chinese,102,28,23,4
2022-05-19,2022-05,1,0,English,26,3,3,0
2022-05-18,2022-05,0,0,Chinese,534,125,116,53
2022-05-18,2022-05,0,0,English,434,58,47,10
2022-05-18,2022-05,1,0,Chinese,111,26,23,16
2022-05-18,2022-05,1,0,English,25,10,10,1
2022-05-17,2022-05,0,0,Chinese,807,160,140,37
2022-05-17,2022-05,0,0,English,391,85,74,7
2022-05-17,2022-05,1,0,Chinese,115,33,29,10
2022-05-17,2022-05,1,0,English,11,6,6,3
2022-05-16,2022-05,0,0,Chinese,800,145,123,48
2022-05-16,2022-05,0,0,English,307,49,41,12
2022-05-16,2022-05,1,0,Chinese,103,29,27,5
2022-05-16,2022-05,1,0,English,17,9,9,3
2022-05-15,2022-05,0,0,Chinese,740,139,120,52
2022-05-15,2022-05,0,0,English,310,68,61,21
2022-05-15,2022-05,1,0,Chinese,108,24,20,7
2022-05-15,2022-05,1,0,English,15,2,2,1
2022-05-14,2022-05,0,0,Chinese,687,132,116,59
2022-05-14,2022-05,0,0,English,370,71,58,12
2022-05-14,2022-05,1,0,Chinese,117,22,20,12
2022-05-14,2022-05,1,0,English,15,6,6,1
2022-05-13,2022-05,0,0,Chinese,708,161,142,26
2022-05-13,2022-05,0,0,English,472,76,62,6
2022-05-13,2022-05,1,0,Chinese,98,29,24,9
2022-05-12,2022-05,0,0,Chinese,684,169,154,42
2022-05-12,2022-05,0,0,English,497,97,82,10
2022-05-12,2022-05,1,0,Chinese,95,32,27,8
2022-05-12,2022-05,1,0,English,20,8,7,1
2022-05-11,2022-05,0,0,Chinese,708,253,233,28
2022-05-11,2022-05,0,0,English,344,76,62,6
2022-05-11,2022-05,1,0,Chinese,93,31,28,4
2022-05-11,2022-05,1,0,English,17,6,6,2
2022-05-10,2022-05,0,0,Chinese,611,151,129,30
2022-05-10,2022-05,0,0,English,356,55,42,13
2022-05-10,2022-05,1,0,Chinese,108,34,32,12
2022-05-10,2022-05,1,0,English,20,10,9,3
2022-05-09,2022-05,0,0,Chinese,655,100,89,55
2022-05-09,2022-05,0,0,English,471,63,54,12
2022-05-09,2022-05,1,0,Chinese,91,19,17,9
2022-05-09,2022-05,1,0,English,26,8,8,4
2022-05-08,2022-05,0,0,Chinese,751,126,105,49
2022-05-08,2022-05,0,0,English,415,54,38,11
2022-05-08,2022-05,1,0,Chinese,83,26,26,6
2022-05-07,2022-05,0,0,Chinese,722,116,96,48
2022-05-07,2022-05,0,0,English,370,69,54,12
2022-05-07,2022-05,1,0,Chinese,93,19,19,13
2022-05-06,2022-05,0,0,Chinese,736,108,97,26
2022-05-06,2022-05,0,0,English,285,50,35,14
2022-05-06,2022-05,1,0,Chinese,110,39,36,13
2022-05-06,2022-05,1,0,English,20,7,4,1
2022-05-05,2022-05,0,0,Chinese,717,121,106,41
2022-05-05,2022-05,0,0,English,492,102,90,7
2022-05-05,2022-05,1,0,Chinese,113,29,24,7
2022-05-05,2022-05,1,0,English,10,4,4,3
2022-05-04,2022-05,0,0,Chinese,550,134,117,35
2022-05-04,2022-05,0,0,English,188,34,29,13
2022-05-04,2022-05,1,0,Chinese,108,26,24,6
2022-05-04,2022-05,1,0,English,23,12,10,1
2022-05-03,2022-05,0,0,Chinese,531,113,104,34
2022-05-03,2022-05,0,0,English,242,37,28,11
2022-05-03,2022-05,1,0,Chinese,108,28,27,7
2022-05-03,2022-05,1,0,English,23,8,8,1
2022-05-02,2022-05,0,0,Chinese,521,115,101,17
2022-05-02,2022-05,0,0,English,252,33,29,4
2022-05-02,2022-05,1,0,Chinese,73,13,11,6
2022-05-01,2022-05,0,0,Chinese,399,71,64,21
2022-05-01,2022-05,1,0,Chinese,89,26,25,9
2022-05-01,2022-05,0,0,English,244,17,15,10
2022-05-01,2022-05,1,0,English,12,5,5,3
2022-04-30,2022-04,0,0,Chinese,477,155,141,121
2022-04-30,2022-04,0,0,English,274,33,27,66
2022-04-30,2022-04,1,0,Chinese,93,19,17,23
2022-04-30,2022-04,1,0,English,10,4,4,5
2022-04-30,2022-04,1,1,English,0,0,0,0
2022-04-29,2022-04,0,0,Chinese,586,113,101,47
2022-04-29,2022-04,0,0,English,236,47,41,25
2022-04-29,2022-04,1,0,Chinese,130,33,32,12
2022-04-28,2022-04,0,0,Chinese,842,121,111,47
2022-04-28,2022-04,0,0,English,308,50,43,20
2022-04-28,2022-04,1,0,Chinese,121,27,26,7
2022-04-28,2022-04,1,0,English,14,8,8,1
2022-04-27,2022-04,0,0,Chinese,585,112,106,59
2022-04-27,2022-04,0,0,English,284,59,52,15
2022-04-27,2022-04,1,0,Chinese,150,29,27,14
2022-04-27,2022-04,1,0,English,16,8,8,1
2022-04-26,2022-04,0,0,Chinese,583,122,107,35
2022-04-26,2022-04,0,0,English,326,63,56,14
2022-04-26,2022-04,1,0,Chinese,138,32,28,9
2022-04-26,2022-04,1,0,English,18,6,4,4
2022-04-25,2022-04,0,0,Chinese,784,185,162,80
2022-04-25,2022-04,0,0,English,337,42,37,18
2022-04-25,2022-04,1,0,Chinese,116,34,30,16
2022-04-25,2022-04,1,0,English,27,6,5,2
2022-04-24,2022-04,0,0,Chinese,900,181,159,85
2022-04-24,2022-04,0,0,English,328,49,41,20
2022-04-24,2022-04,1,0,Chinese,136,22,19,9
2022-04-24,2022-04,1,0,English,5,1,1,4
2022-04-23,2022-04,0,0,Chinese,824,148,126,60
2022-04-23,2022-04,0,0,English,363,61,52,14
2022-04-23,2022-04,1,0,Chinese,140,37,34,13
2022-04-22,2022-04,0,0,Chinese,1270,217,188,52
2022-04-22,2022-04,0,0,English,413,54,44,10
2022-04-22,2022-04,1,0,Chinese,141,35,33,11
2022-04-22,2022-04,1,0,English,9,0,0,3
2022-04-21,2022-04,0,0,Chinese,1078,187,170,49
2022-04-21,2022-04,0,0,English,618,48,34,11
2022-04-21,2022-04,1,0,Chinese,157,35,31,9
2022-04-21,2022-04,1,0,English,12,0,0,2
2022-04-20,2022-04,0,0,Chinese,601,151,125,45
2022-04-20,2022-04,1,0,Chinese,172,46,40,8
2022-04-20,2022-04,0,0,English,525,44,38,9
2022-04-20,2022-04,1,0,English,11,2,1,2
2022-04-19,2022-04,0,0,Chinese,779,190,164,45
2022-04-19,2022-04,0,0,English,518,54,40,12
2022-04-19,2022-04,1,0,Chinese,174,51,46,7
2022-04-18,2022-04,0,0,Chinese,896,185,164,50
2022-04-18,2022-04,1,0,Chinese,233,51,46,12
2022-04-18,2022-04,0,0,English,359,40,29,12
2022-04-18,2022-04,1,0,English,16,0,0,8
2022-04-18,2022-04,1,1,English,1,0,0,1
2022-04-17,2022-04,0,0,Chinese,673,111,98,53
2022-04-17,2022-04,0,0,English,240,45,32,17
2022-04-17,2022-04,1,0,Chinese,127,16,15,12
2022-04-17,2022-04,1,0,English,0,0,0,1
2022-04-16,2022-04,0,0,Chinese,833,174,143,46
2022-04-16,2022-04,0,0,English,254,44,31,15
2022-04-16,2022-04,1,0,Chinese,159,34,31,7
2022-04-16,2022-04,1,0,English,0,0,0,1
2022-04-15,2022-04,0,0,Chinese,701,176,148,44
2022-04-15,2022-04,0,0,English,225,46,36,13
2022-04-15,2022-04,1,0,Chinese,139,31,29,12
2022-04-15,2022-04,1,0,English,0,0,0,1
2022-04-14,2022-04,0,0,Chinese,717,154,136,40
2022-04-14,2022-04,0,0,English,273,50,32,9
2022-04-14,2022-04,1,0,Chinese,130,34,30,9
2022-04-13,2022-04,0,0,Chinese,1010,139,115,37
2022-04-13,2022-04,0,0,English,488,52,36,13
2022-04-13,2022-04,1,0,Chinese,187,22,17,8
2022-04-13,2022-04,1,0,English,0,0,0,1
2022-04-12,2022-04,0,0,Chinese,744,117,99,69
2022-04-12,2022-04,0,0,English,276,50,39,15
2022-04-12,2022-04,1,0,Chinese,158,24,19,11
2022-04-12,2022-04,1,0,English,0,0,0,4
2022-04-11,2022-04,0,0,Chinese,789,167,147,78
2022-04-11,2022-04,1,0,Chinese,143,40,32,12
2022-04-11,2022-04,0,0,English,243,38,26,9
2022-04-11,2022-04,1,0,English,0,0,0,5
2022-04-10,2022-04,0,0,Chinese,812,150,128,72
2022-04-10,2022-04,0,0,English,303,59,41,13
2022-04-10,2022-04,1,0,Chinese,136,22,20,5
2022-04-10,2022-04,1,0,English,0,0,0,2
2022-04-09,2022-04,0,0,Chinese,1159,192,158,61
2022-04-09,2022-04,0,0,English,316,51,39,24
2022-04-09,2022-04,1,0,Chinese,154,28,22,9
2022-04-09,2022-04,1,0,English,0,0,0,2
2022-04-09,2022-04,1,1,English,0,0,0,2
2022-04-08,2022-04,0,0,Chinese,846,182,157,49
2022-04-08,2022-04,0,0,English,321,53,36,11
2022-04-08,2022-04,1,0,Chinese,140,24,20,7
2022-04-08,2022-04,1,1,English,0,0,0,1
2022-04-08,2022-04,1,0,English,0,0,0,1
2022-04-07,2022-04,0,0,Chinese,895,172,157,44
2022-04-07,2022-04,0,0,English,343,60,40,7
2022-04-07,2022-04,1,0,Chinese,168,36,33,9
2022-04-07,2022-04,1,0,English,0,0,0,1
2022-04-06,2022-04,0,0,Chinese,1029,154,128,42
2022-04-06,2022-04,0,0,English,333,53,38,5
2022-04-06,2022-04,1,0,Chinese,186,37,26,11
2022-04-06,2022-04,1,0,English,0,0,0,2
2022-04-05,2022-04,0,0,Chinese,1064,115,99,38
2022-04-05,2022-04,0,0,English,365,46,31,4
2022-04-05,2022-04,1,0,Chinese,153,30,28,7
2022-04-05,2022-04,1,0,English,0,0,0,1
2022-04-04,2022-04,0,0,Chinese,1071,131,119,47
2022-04-04,2022-04,0,0,English,378,57,38,4
2022-04-04,2022-04,1,0,Chinese,161,36,33,9
2022-04-04,2022-04,1,0,English,0,0,0,4
2022-04-03,2022-04,0,0,Chinese,1083,143,120,48
2022-04-03,2022-04,0,0,English,425,50,25,8
2022-04-03,2022-04,1,0,Chinese,151,41,34,6
2022-04-03,2022-04,1,0,English,0,0,0,1
2022-04-02,2022-04,0,0,Chinese,1103,128,106,35
2022-04-02,2022-04,0,0,English,518,93,56,11
2022-04-02,2022-04,1,0,Chinese,161,36,29,9
2022-04-02,2022-04,1,0,English,0,0,0,1
2022-04-01,2022-04,0,0,Chinese,982,138,122,42
2022-04-01,2022-04,0,0,English,342,77,45,12
2022-04-01,2022-04,1,0,Chinese,143,26,17,25
2022-04-01,2022-04,1,0,English,0,0,0,5
2022-03-31,2022-03,0,0,Chinese,871,184,158,288
2022-03-31,2022-03,0,0,English,519,92,59,80
2022-03-31,2022-03,1,0,Chinese,138,39,34,41
2022-03-31,2022-03,1,0,English,0,0,0,14
2022-03-30,2022-03,0,0,Chinese,919,221,190,126
2022-03-30,2022-03,0,0,English,603,120,72,26
2022-03-30,2022-03,1,0,Chinese,172,47,41,29
2022-03-30,2022-03,1,0,English,0,0,0,5
2022-03-29,2022-03,0,0,Chinese,923,165,136,117
2022-03-29,2022-03,0,0,English,505,118,68,26
2022-03-29,2022-03,1,0,Chinese,334,41,31,19
2022-03-29,2022-03,1,0,English,0,0,0,9
2022-03-28,2022-03,0,0,Chinese,944,177,152,92
2022-03-28,2022-03,0,0,English,270,59,37,23
2022-03-28,2022-03,1,0,Chinese,280,30,25,32
2022-03-28,2022-03,1,0,English,0,0,0,7
2022-03-28,2022-03,1,1,English,0,0,0,0
2022-03-27,2022-03,0,0,Chinese,1287,248,203,125
2022-03-27,2022-03,0,0,English,272,53,41,38
2022-03-27,2022-03,1,0,Chinese,307,41,36,13
2022-03-27,2022-03,1,0,English,0,0,0,5
2022-03-26,2022-03,0,0,Chinese,1361,187,164,86
2022-03-26,2022-03,0,0,English,277,53,37,20
2022-03-26,2022-03,1,0,Chinese,345,39,30,16
2022-03-26,2022-03,1,0,English,0,0,0,2
2022-03-25,2022-03,0,0,Chinese,1552,246,201,83
2022-03-25,2022-03,0,0,English,347,71,47,11
2022-03-25,2022-03,1,0,Chinese,223,36,29,18
2022-03-25,2022-03,1,1,Chinese,3,0,0,0
2022-03-25,2022-03,1,0,English,0,0,0,3
2022-03-24,2022-03,0,0,Chinese,1218,230,205,87
2022-03-24,2022-03,0,0,English,384,66,41,16
2022-03-24,2022-03,1,0,Chinese,227,45,42,14
2022-03-24,2022-03,1,0,English,0,0,0,3
2022-03-23,2022-03,0,0,Chinese,983,237,207,71
2022-03-23,2022-03,0,0,English,402,77,48,18
2022-03-23,2022-03,1,0,Chinese,164,42,35,23
2022-03-23,2022-03,1,0,English,0,0,0,3
