订单年月日,订单年月,科目,是否ot渠道,是否ot官网,线索量,约课量,试听完课量,新签订单量
2023-11-22,2023-11,Chinese,1,1,8,1,1,2
2023-11-22,2023-11,Music,0,0,27,1,1,1
2023-11-22,2023-11,Math,1,1,0,0,0,1
2023-11-21,2023-11,English,0,0,251,130,96,7
2023-11-21,2023-11,Chinese,0,0,107,29,26,17
2023-11-21,2023-11,English,1,0,13,9,5,0
2023-11-21,2023-11,Chinese,1,1,9,6,6,2
2023-11-21,2023-11,Chinese,1,0,13,6,6,4
2023-11-21,2023-11,Math,0,0,5,4,3,2
2023-11-21,2023-11,Chinese,0,0,2,1,0,17
2023-11-21,2023-11,Music,0,0,10,0,0,1
2023-11-20,2023-11,English,0,0,205,89,53,14
2023-11-20,2023-11,Chinese,0,0,220,86,66,27
2023-11-20,2023-11,English,1,0,17,7,5,1
2023-11-20,2023-11,Chinese,1,0,11,5,4,1
2023-11-20,2023-11,Chinese,1,1,10,4,4,4
2023-11-20,2023-11,Math,0,0,6,3,2,6
2023-11-20,2023-11,Chinese,0,0,8,0,0,27
2023-11-20,2023-11,Music,0,0,16,0,0,2
2023-11-19,2023-11,Chinese,0,0,247,114,88,38
2023-11-19,2023-11,English,0,0,81,52,44,16
2023-11-19,2023-11,Chinese,1,1,14,4,4,1
2023-11-19,2023-11,Math,0,0,8,3,2,4
2023-11-19,2023-11,Chinese,1,0,11,3,3,1
2023-11-19,2023-11,Music,0,0,30,0,0,7
2023-11-19,2023-11,Chinese,0,0,7,0,0,38
2023-11-18,2023-11,Chinese,0,0,130,66,41,33
2023-11-18,2023-11,English,0,0,52,36,29,15
2023-11-18,2023-11,Chinese,1,1,12,4,4,1
2023-11-18,2023-11,Chinese,0,0,7,4,3,33
2023-11-18,2023-11,Math,0,0,3,3,3,3
2023-11-18,2023-11,Chinese,1,0,7,2,2,4
2023-11-18,2023-11,Music,0,0,21,1,1,4
2023-11-18,2023-11,English,1,0,2,1,1,0
2023-11-18,2023-11,Music,1,0,1,0,0,2
2023-11-17,2023-11,English,0,0,220,94,71,13
2023-11-17,2023-11,Chinese,0,0,176,61,53,27
2023-11-17,2023-11,English,1,0,13,7,5,2
2023-11-17,2023-11,Chinese,1,0,22,5,5,2
2023-11-17,2023-11,Chinese,1,1,20,5,5,0
2023-11-17,2023-11,Math,0,0,1,1,1,1
2023-11-17,2023-11,Music,0,0,42,1,1,4
2023-11-17,2023-11,Chinese,0,0,6,0,0,27
2023-11-16,2023-11,English,0,0,443,181,122,14
2023-11-16,2023-11,Chinese,0,0,134,61,56,28
2023-11-16,2023-11,English,1,0,16,4,3,4
2023-11-16,2023-11,Chinese,1,1,7,2,1,0
2023-11-16,2023-11,Chinese,0,0,11,1,1,28
2023-11-16,2023-11,Chinese,1,0,16,1,1,1
2023-11-16,2023-11,Math,0,0,1,1,1,5
2023-11-16,2023-11,English,1,1,1,0,0,2
2023-11-15,2023-11,English,0,0,385,164,104,6
2023-11-15,2023-11,Chinese,0,0,102,47,44,27
2023-11-15,2023-11,English,1,0,115,25,21,1
2023-11-15,2023-11,Chinese,1,1,20,10,9,0
2023-11-15,2023-11,Chinese,1,0,21,5,5,1
2023-11-15,2023-11,Math,0,0,4,4,3,0
2023-11-15,2023-11,English,1,1,1,1,0,0
2023-11-15,2023-11,Chinese,0,0,4,1,1,27
2023-11-15,2023-11,Music,0,0,19,1,1,0
2023-11-14,2023-11,English,0,0,461,209,124,8
2023-11-14,2023-11,Chinese,0,0,106,42,38,22
2023-11-14,2023-11,Chinese,1,1,17,9,9,3
2023-11-14,2023-11,English,1,0,8,5,3,0
2023-11-14,2023-11,Math,0,0,2,2,2,1
2023-11-14,2023-11,Chinese,1,0,16,1,1,1
2023-11-14,2023-11,Chinese,0,0,3,1,1,22
2023-11-14,2023-11,Music,0,0,3,0,0,2
2023-11-13,2023-11,Chinese,0,0,604,105,87,57
2023-11-13,2023-11,English,0,0,230,99,73,7
2023-11-13,2023-11,English,1,0,17,8,7,2
2023-11-13,2023-11,Math,0,0,2,2,2,5
2023-11-13,2023-11,Chinese,0,0,7,2,2,57
2023-11-13,2023-11,Chinese,1,0,18,1,1,1
2023-11-13,2023-11,Chinese,1,1,12,1,1,3
2023-11-13,2023-11,Music,0,0,8,0,0,1
2023-11-13,2023-11,English,1,1,0,0,0,1
2023-11-12,2023-11,Chinese,0,0,244,118,80,58
2023-11-12,2023-11,English,0,0,84,49,42,26
2023-11-12,2023-11,Chinese,1,1,16,5,5,2
2023-11-12,2023-11,Math,0,0,7,5,5,10
2023-11-12,2023-11,English,1,0,8,5,3,0
2023-11-12,2023-11,Chinese,1,0,11,3,3,2
2023-11-12,2023-11,Music,0,0,12,0,0,9
2023-11-12,2023-11,English,1,1,0,0,0,2
2023-11-12,2023-11,Chinese,0,0,4,0,0,58
2023-11-12,2023-11,Math,1,0,0,0,0,1
2023-11-12,2023-11,Math,1,1,0,0,0,1
2023-11-11,2023-11,English,0,0,234,110,70,60
2023-11-11,2023-11,Chinese,0,0,214,99,76,113
2023-11-11,2023-11,Chinese,0,0,124,29,26,113
2023-11-11,2023-11,English,1,0,9,7,6,4
2023-11-11,2023-11,Chinese,1,0,19,4,4,3
2023-11-11,2023-11,English,1,1,4,3,2,1
2023-11-11,2023-11,Chinese,1,1,10,3,3,4
2023-11-11,2023-11,Math,0,0,3,2,2,7
2023-11-11,2023-11,Music,1,0,3,1,1,2
2023-11-11,2023-11,Music,0,0,9,0,0,39
2023-11-11,2023-11,Math,1,1,0,0,0,1
2023-11-11,2023-11,Chinese,0,0,5,0,0,113
2023-11-10,2023-11,English,0,0,340,144,100,28
2023-11-10,2023-11,Chinese,0,0,142,68,61,40
2023-11-10,2023-11,English,1,0,11,7,5,1
2023-11-10,2023-11,Chinese,1,1,18,6,6,1
2023-11-10,2023-11,Math,0,0,5,5,3,4
2023-11-10,2023-11,Math,1,0,1,1,1,2
2023-11-10,2023-11,Chinese,1,0,10,1,1,1
2023-11-10,2023-11,Chinese,0,0,3,0,0,40
2023-11-10,2023-11,Music,1,0,2,0,0,1
2023-11-10,2023-11,Music,0,0,7,0,0,10
2023-11-10,2023-11,Music,1,1,0,0,0,1
2023-11-09,2023-11,English,0,0,338,154,119,11
2023-11-09,2023-11,Chinese,0,0,167,85,69,36
2023-11-09,2023-11,Chinese,1,0,12,6,6,0
2023-11-09,2023-11,Chinese,1,1,16,6,6,0
2023-11-09,2023-11,Math,0,0,3,3,3,5
2023-11-09,2023-11,English,1,0,7,3,3,0
2023-11-09,2023-11,Chinese,0,0,9,2,2,36
2023-11-09,2023-11,Math,1,0,0,0,0,1
2023-11-09,2023-11,Music,0,0,12,0,0,3
2023-11-08,2023-11,English,0,0,209,100,84,17
2023-11-08,2023-11,Chinese,0,0,131,74,69,24
2023-11-08,2023-11,English,1,0,21,10,6,2
2023-11-08,2023-11,Math,0,0,7,4,2,8
2023-11-08,2023-11,Chinese,1,1,12,2,2,3
2023-11-08,2023-11,Chinese,1,0,10,2,2,1
2023-11-08,2023-11,Music,0,0,18,0,0,6
2023-11-08,2023-11,Chinese,0,0,10,0,0,24
2023-11-07,2023-11,English,0,0,220,112,82,12
2023-11-07,2023-11,Chinese,0,0,99,47,44,29
2023-11-07,2023-11,Chinese,1,1,14,7,4,1
2023-11-07,2023-11,English,1,0,11,6,3,1
2023-11-07,2023-11,Math,0,0,5,4,2,3
2023-11-07,2023-11,Chinese,1,0,8,4,3,1
2023-11-07,2023-11,Chinese,0,0,9,2,2,29
2023-11-07,2023-11,English,1,1,1,0,0,1
2023-11-07,2023-11,Music,0,0,1,0,0,1
2023-11-07,2023-11,Music,1,1,0,0,0,1
2023-11-07,2023-11,Math,1,1,0,0,0,0
2023-11-06,2023-11,Chinese,0,0,210,99,76,33
2023-11-06,2023-11,English,0,0,151,84,53,15
2023-11-06,2023-11,English,1,0,12,8,5,1
2023-11-06,2023-11,Chinese,1,1,18,4,4,3
2023-11-06,2023-11,Math,0,0,6,2,1,7
2023-11-06,2023-11,Chinese,1,0,13,1,1,0
2023-11-06,2023-11,Music,0,0,26,1,1,3
2023-11-06,2023-11,Math,1,0,0,0,0,0
2023-11-05,2023-11,Chinese,0,0,181,92,65,40
2023-11-05,2023-11,English,0,0,117,71,57,33
2023-11-05,2023-11,Chinese,1,1,19,8,7,2
2023-11-05,2023-11,Chinese,1,0,15,4,4,4
2023-11-05,2023-11,English,1,0,4,3,2,0
2023-11-05,2023-11,Math,0,0,5,2,0,4
2023-11-05,2023-11,Math,1,0,0,0,0,2
2023-11-05,2023-11,Music,0,0,12,0,0,6
2023-11-05,2023-11,Math,1,1,0,0,0,1
2023-11-04,2023-11,Chinese,0,0,327,156,78,41
2023-11-04,2023-11,English,0,0,74,47,39,21
2023-11-04,2023-11,Chinese,1,0,20,5,4,0
2023-11-04,2023-11,Chinese,1,1,7,4,4,0
2023-11-04,2023-11,Math,0,0,5,3,2,2
2023-11-04,2023-11,Math,1,0,1,1,1,1
2023-11-04,2023-11,English,1,0,1,1,0,1
2023-11-04,2023-11,Music,0,0,15,0,0,8
2023-11-04,2023-11,Music,1,0,2,0,0,1
2023-11-03,2023-11,English,0,0,239,149,121,11
2023-11-03,2023-11,Chinese,0,0,145,65,55,29
2023-11-03,2023-11,Chinese,1,1,22,5,5,3
2023-11-03,2023-11,Chinese,1,0,11,3,3,3
2023-11-03,2023-11,English,1,0,6,1,1,3
2023-11-03,2023-11,Music,1,0,6,1,1,1
2023-11-03,2023-11,Music,0,0,20,0,0,11
2023-11-03,2023-11,Math,0,0,0,0,0,1
2023-11-02,2023-11,English,0,0,228,145,104,17
2023-11-02,2023-11,Chinese,0,0,138,75,70,21
2023-11-02,2023-11,Chinese,0,0,172,53,42,21
2023-11-02,2023-11,English,1,0,18,10,8,0
2023-11-02,2023-11,Chinese,1,1,15,5,5,2
2023-11-02,2023-11,Chinese,1,0,11,4,3,1
2023-11-02,2023-11,English,1,1,1,1,0,1
2023-11-02,2023-11,Music,0,0,2,0,0,7
2023-11-02,2023-11,Math,1,0,0,0,0,1
2023-11-02,2023-11,Math,0,0,0,0,0,2
2023-11-01,2023-11,Chinese,0,0,169,83,49,15
2023-11-01,2023-11,English,0,0,155,79,63,10
2023-11-01,2023-11,English,1,0,26,10,8,0
2023-11-01,2023-11,Chinese,1,0,8,4,4,0
2023-11-01,2023-11,Chinese,1,1,12,4,4,1
2023-11-01,2023-11,Math,0,0,9,3,3,0
2023-11-01,2023-11,Music,1,0,2,0,0,2
2023-11-01,2023-11,Music,0,0,7,0,0,23
2023-10-31,2023-10,English,0,0,219,102,78,26
2023-10-31,2023-10,Chinese,0,0,109,48,42,52
2023-10-31,2023-10,Chinese,1,0,10,4,4,1
2023-10-31,2023-10,Chinese,1,1,11,3,3,2
2023-10-31,2023-10,English,1,0,4,2,1,1
2023-10-31,2023-10,Math,1,0,1,1,1,1
2023-10-31,2023-10,Music,0,0,17,0,0,3
2023-10-31,2023-10,Math,0,0,0,0,0,2
2023-10-30,2023-10,Chinese,0,0,236,120,78,33
2023-10-30,2023-10,English,0,0,210,84,65,20
2023-10-30,2023-10,Chinese,1,1,14,5,5,2
2023-10-30,2023-10,English,1,0,7,5,3,1
2023-10-30,2023-10,Math,0,0,12,3,3,3
2023-10-30,2023-10,Chinese,1,0,10,2,2,3
2023-10-30,2023-10,Music,0,0,9,1,1,7
2023-10-30,2023-10,English,1,1,1,1,1,0
2023-10-30,2023-10,Music,1,0,1,0,0,0
2023-10-30,2023-10,Math,1,0,0,0,0,2
2023-10-29,2023-10,Chinese,0,0,312,121,85,32
2023-10-29,2023-10,English,0,0,54,37,31,21
2023-10-29,2023-10,Chinese,1,0,16,5,5,1
2023-10-29,2023-10,Chinese,1,1,12,4,3,1
2023-10-29,2023-10,Math,0,0,15,2,1,1
2023-10-29,2023-10,English,1,0,2,2,1,2
2023-10-29,2023-10,Music,0,0,15,0,0,8
2023-10-28,2023-10,Chinese,0,0,131,58,52,32
2023-10-28,2023-10,English,0,0,65,44,37,19
2023-10-28,2023-10,Chinese,1,1,11,5,5,2
2023-10-28,2023-10,Chinese,1,0,12,3,3,1
2023-10-28,2023-10,English,1,0,3,3,3,0
2023-10-28,2023-10,Math,0,0,1,1,1,3
2023-10-28,2023-10,Music,1,0,1,0,0,1
2023-10-28,2023-10,Music,0,0,19,0,0,10
2023-10-27,2023-10,English,0,0,152,92,76,10
2023-10-27,2023-10,Chinese,0,0,99,48,45,28
2023-10-27,2023-10,English,1,0,11,9,8,0
2023-10-27,2023-10,Chinese,1,1,15,5,5,1
2023-10-27,2023-10,Chinese,1,0,13,2,1,0
2023-10-27,2023-10,Music,0,0,14,0,0,5
2023-10-27,2023-10,English,1,1,1,0,0,1
2023-10-27,2023-10,Math,0,0,0,0,0,1
2023-10-27,2023-10,Music,1,1,0,0,0,1
2023-10-26,2023-10,English,0,0,205,87,58,16
2023-10-26,2023-10,Chinese,0,0,140,61,55,32
2023-10-26,2023-10,English,1,0,10,8,8,0
2023-10-26,2023-10,Chinese,1,1,18,8,8,3
2023-10-26,2023-10,Chinese,1,0,7,1,1,0
2023-10-26,2023-10,Math,0,0,1,0,0,1
2023-10-26,2023-10,Music,0,0,28,0,0,8
2023-10-25,2023-10,English,0,0,150,87,64,12
2023-10-25,2023-10,Chinese,0,0,145,56,53,27
2023-10-25,2023-10,Chinese,1,0,13,4,4,2
2023-10-25,2023-10,Chinese,1,1,19,3,3,3
2023-10-25,2023-10,Music,0,0,20,0,0,2
2023-10-25,2023-10,Math,1,0,0,0,0,0
2023-10-25,2023-10,Math,0,0,0,0,0,1
2023-10-24,2023-10,English,0,0,170,85,68,9
2023-10-24,2023-10,Chinese,0,0,92,38,31,21
2023-10-24,2023-10,English,1,0,29,10,7,2
2023-10-24,2023-10,Chinese,1,1,23,7,7,4
2023-10-24,2023-10,Chinese,1,0,7,2,2,2
2023-10-24,2023-10,Math,1,0,1,1,1,0
2023-10-24,2023-10,Music,0,0,6,0,0,11
2023-10-24,2023-10,Math,0,0,0,0,0,1
2023-10-23,2023-10,Chinese,0,0,306,137,77,32
2023-10-23,2023-10,English,0,0,115,48,41,10
2023-10-23,2023-10,English,1,0,13,9,6,1
2023-10-23,2023-10,Chinese,1,1,11,4,4,1
2023-10-23,2023-10,Math,0,0,2,2,2,8
2023-10-23,2023-10,Chinese,1,0,11,1,1,2
2023-10-23,2023-10,Music,0,0,25,0,0,9
2023-10-22,2023-10,Chinese,0,0,189,104,70,33
2023-10-22,2023-10,English,0,0,104,45,37,25
2023-10-22,2023-10,Chinese,1,0,9,2,2,0
2023-10-22,2023-10,English,1,0,1,1,1,0
2023-10-22,2023-10,Music,0,0,27,0,0,13
2023-10-22,2023-10,Chinese,1,1,7,0,0,0
2023-10-22,2023-10,Math,0,0,2,0,0,2
2023-10-22,2023-10,Math,1,0,0,0,0,1
2023-10-21,2023-10,Chinese,0,0,355,69,59,35
2023-10-21,2023-10,English,0,0,81,59,46,17
2023-10-21,2023-10,English,1,0,7,7,6,0
2023-10-21,2023-10,Math,0,0,3,2,2,5
2023-10-21,2023-10,Chinese,1,1,11,2,2,0
2023-10-21,2023-10,Music,1,0,2,1,1,1
2023-10-21,2023-10,Music,0,0,10,0,0,4
2023-10-21,2023-10,Chinese,1,0,9,0,0,1
2023-10-21,2023-10,English,1,1,0,0,0,1
2023-10-20,2023-10,English,0,0,332,154,98,10
2023-10-20,2023-10,Chinese,0,0,208,75,61,24
2023-10-20,2023-10,English,1,0,8,6,5,1
2023-10-20,2023-10,Chinese,1,0,8,3,3,1
2023-10-20,2023-10,Math,0,0,1,1,1,2
2023-10-20,2023-10,Chinese,1,1,7,1,1,1
2023-10-20,2023-10,Music,0,0,12,0,0,4
2023-10-20,2023-10,English,1,1,0,0,0,0
2023-10-19,2023-10,English,0,0,313,141,100,16
2023-10-19,2023-10,Chinese,0,0,108,54,50,18
2023-10-19,2023-10,Chinese,1,1,12,6,5,1
2023-10-19,2023-10,English,1,0,15,4,3,0
2023-10-19,2023-10,Chinese,1,0,10,2,2,1
2023-10-19,2023-10,Music,0,0,8,1,1,2
2023-10-19,2023-10,Math,0,0,1,1,1,0
2023-10-18,2023-10,English,0,0,308,154,103,17
2023-10-18,2023-10,Chinese,0,0,186,48,42,25
2023-10-18,2023-10,Chinese,1,0,14,6,6,1
2023-10-18,2023-10,Chinese,1,1,22,5,5,9
2023-10-18,2023-10,English,1,0,8,4,3,0
2023-10-18,2023-10,Music,0,0,15,1,1,1
2023-10-18,2023-10,Music,1,0,3,1,1,1
2023-10-18,2023-10,Math,0,0,0,0,0,0
2023-10-17,2023-10,English,0,0,398,207,144,16
2023-10-17,2023-10,Chinese,0,0,97,50,44,19
2023-10-17,2023-10,English,1,0,9,6,5,0
2023-10-17,2023-10,Chinese,1,1,15,6,5,5
2023-10-17,2023-10,Chinese,1,0,10,2,2,0
2023-10-17,2023-10,Math,0,0,1,1,0,6
2023-10-17,2023-10,Music,0,0,10,1,1,6
2023-10-17,2023-10,English,1,1,1,0,0,1
2023-10-17,2023-10,Math,1,0,0,0,0,1
2023-10-17,2023-10,Math,1,1,0,0,0,2
2023-10-16,2023-10,English,0,0,228,109,76,19
2023-10-16,2023-10,Chinese,0,0,343,81,63,41
2023-10-16,2023-10,Chinese,1,1,26,11,9,3
2023-10-16,2023-10,English,1,0,12,6,5,2
2023-10-16,2023-10,Chinese,1,0,13,5,5,0
2023-10-16,2023-10,Math,0,0,1,1,1,1
2023-10-16,2023-10,Music,0,0,12,1,1,3
2023-10-16,2023-10,Music,1,0,1,0,0,1
2023-10-15,2023-10,Chinese,0,0,267,105,66,35
2023-10-15,2023-10,English,0,0,95,50,43,32
2023-10-15,2023-10,Math,0,0,21,5,5,2
2023-10-15,2023-10,Chinese,1,0,9,1,1,3
2023-10-15,2023-10,Music,0,0,13,1,1,9
2023-10-15,2023-10,English,1,1,1,1,1,0
2023-10-15,2023-10,Chinese,1,1,10,1,1,2
2023-10-15,2023-10,English,1,0,2,0,0,2
2023-10-14,2023-10,Chinese,0,0,109,49,43,26
2023-10-14,2023-10,English,0,0,73,38,30,22
2023-10-14,2023-10,Chinese,1,1,14,7,7,1
2023-10-14,2023-10,Chinese,1,0,16,3,1,0
2023-10-14,2023-10,Music,0,0,24,2,2,9
2023-10-14,2023-10,English,1,0,2,1,1,0
2023-10-14,2023-10,Math,0,0,2,1,1,5
2023-10-14,2023-10,Math,1,0,1,1,1,1
2023-10-14,2023-10,Music,1,0,1,0,0,2
2023-10-14,2023-10,English,1,1,0,0,0,1
2023-10-13,2023-10,English,0,0,372,178,120,16
2023-10-13,2023-10,Chinese,0,0,89,45,39,28
2023-10-13,2023-10,Chinese,1,0,15,7,7,0
2023-10-13,2023-10,Chinese,1,1,19,7,7,0
2023-10-13,2023-10,English,1,0,5,3,2,2
2023-10-13,2023-10,Math,0,0,1,1,1,2
2023-10-13,2023-10,English,1,1,3,1,1,1
2023-10-13,2023-10,Math,1,0,1,1,1,0
2023-10-13,2023-10,Music,0,0,6,0,0,2
2023-10-12,2023-10,English,0,0,308,136,104,16
2023-10-12,2023-10,Chinese,0,0,90,56,52,26
2023-10-12,2023-10,English,1,0,14,7,5,5
2023-10-12,2023-10,Chinese,1,0,14,4,3,0
2023-10-12,2023-10,Chinese,1,1,17,2,2,1
2023-10-12,2023-10,Math,0,0,1,1,1,3
2023-10-12,2023-10,Math,1,0,0,0,0,0
2023-10-12,2023-10,Music,0,0,16,0,0,9
2023-10-11,2023-10,English,0,0,346,160,112,16
2023-10-11,2023-10,Chinese,0,0,109,62,56,22
2023-10-11,2023-10,Chinese,0,0,82,18,16,22
2023-10-11,2023-10,English,1,0,17,10,6,2
2023-10-11,2023-10,Chinese,1,1,15,9,8,2
2023-10-11,2023-10,Math,0,0,6,3,2,2
2023-10-11,2023-10,Chinese,1,0,10,1,1,1
2023-10-11,2023-10,Music,0,0,31,0,0,1
2023-10-11,2023-10,Music,1,0,2,0,0,1
2023-10-10,2023-10,English,0,0,329,148,102,12
2023-10-10,2023-10,Chinese,0,0,211,88,77,34
2023-10-10,2023-10,English,1,0,22,10,9,0
2023-10-10,2023-10,Chinese,1,1,16,8,8,2
2023-10-10,2023-10,Math,0,0,3,2,2,2
2023-10-10,2023-10,Chinese,1,0,15,2,2,3
2023-10-10,2023-10,Music,0,0,2,0,0,2
2023-10-10,2023-10,English,1,1,1,0,0,1
2023-10-09,2023-10,English,0,0,281,162,110,17
2023-10-09,2023-10,Chinese,0,0,183,89,70,34
2023-10-09,2023-10,English,1,0,19,14,9,2
2023-10-09,2023-10,Chinese,1,1,13,6,6,2
2023-10-09,2023-10,Chinese,1,0,10,2,2,1
2023-10-09,2023-10,Math,0,0,2,1,1,2
2023-10-09,2023-10,Music,0,0,12,0,0,3
2023-10-08,2023-10,English,0,0,257,145,100,13
2023-10-08,2023-10,Chinese,0,0,308,139,77,28
2023-10-08,2023-10,English,1,0,20,12,8,1
2023-10-08,2023-10,Chinese,1,1,16,9,9,3
2023-10-08,2023-10,Chinese,1,0,12,3,3,2
2023-10-08,2023-10,Math,0,0,2,2,1,2
2023-10-07,2023-10,Chinese,0,0,249,179,68,31
2023-10-07,2023-10,English,0,0,292,130,98,16
2023-10-07,2023-10,English,1,0,30,12,9,1
2023-10-07,2023-10,Chinese,1,1,17,6,5,5
2023-10-07,2023-10,Chinese,1,0,11,2,2,0
2023-10-07,2023-10,Music,0,0,6,0,0,3
2023-10-07,2023-10,Math,0,0,0,0,0,2
2023-10-06,2023-10,English,0,0,226,119,84,6
2023-10-06,2023-10,Chinese,0,0,94,42,41,21
2023-10-06,2023-10,Chinese,1,1,11,5,4,5
2023-10-06,2023-10,Math,0,0,4,2,2,2
2023-10-06,2023-10,English,1,0,7,2,2,3
2023-10-06,2023-10,Chinese,1,0,8,2,2,2
2023-10-06,2023-10,Music,0,0,8,0,0,1
2023-10-05,2023-10,English,0,0,149,87,61,8
2023-10-05,2023-10,Chinese,0,0,123,66,56,6
2023-10-05,2023-10,English,1,0,12,10,9,1
2023-10-05,2023-10,Chinese,1,1,11,5,5,1
2023-10-05,2023-10,Chinese,1,0,9,3,2,0
2023-10-05,2023-10,Music,0,0,1,0,0,1
2023-10-05,2023-10,Math,1,0,0,0,0,1
2023-10-05,2023-10,Math,0,0,1,0,0,1
2023-10-05,2023-10,English,1,1,0,0,0,1
2023-10-04,2023-10,English,0,0,156,79,54,3
2023-10-04,2023-10,Chinese,0,0,152,68,66,13
2023-10-04,2023-10,English,1,0,18,11,6,2
2023-10-04,2023-10,Chinese,1,1,13,7,6,0
2023-10-04,2023-10,Math,0,0,0,0,0,1
2023-10-04,2023-10,Chinese,1,0,5,0,0,1
2023-10-03,2023-10,Chinese,0,0,84,53,45,12
2023-10-03,2023-10,English,0,0,19,12,10,3
2023-10-03,2023-10,Chinese,1,0,14,6,5,0
2023-10-03,2023-10,Chinese,1,1,16,6,5,3
2023-10-03,2023-10,English,1,1,2,2,1,1
2023-10-02,2023-10,Chinese,0,0,156,85,65,11
2023-10-02,2023-10,English,0,0,24,20,17,4
2023-10-02,2023-10,Chinese,1,1,17,5,5,0
2023-10-02,2023-10,Chinese,1,0,8,2,2,0
2023-10-02,2023-10,English,1,0,2,2,2,0
2023-10-02,2023-10,Math,0,0,2,1,1,1
2023-10-02,2023-10,Music,0,0,4,0,0,3
2023-10-01,2023-10,Chinese,0,0,245,100,64,15
2023-10-01,2023-10,English,0,0,12,8,6,9
2023-10-01,2023-10,Chinese,1,1,10,5,5,0
2023-10-01,2023-10,Math,0,0,25,5,4,1
2023-10-01,2023-10,English,1,1,2,1,1,1
2023-10-01,2023-10,Music,0,0,4,0,0,44
2023-10-01,2023-10,Chinese,1,0,5,0,0,2
2023-10-01,2023-10,Music,1,1,0,0,0,1
2023-10-01,2023-10,Music,1,0,0,0,0,5
2023-09-30,2023-09,Chinese,0,0,199,101,70,81
2023-09-30,2023-09,English,0,0,28,14,11,22
2023-09-30,2023-09,Chinese,1,1,12,3,3,8
2023-09-30,2023-09,English,1,0,3,3,2,0
2023-09-30,2023-09,Math,0,0,2,1,1,5
2023-09-30,2023-09,Chinese,1,0,6,0,0,6
2023-09-30,2023-09,Math,1,1,0,0,0,1
2023-09-29,2023-09,Chinese,0,0,123,68,50,44
2023-09-29,2023-09,Chinese,1,1,11,7,5,2
2023-09-29,2023-09,English,0,0,11,2,2,10
2023-09-29,2023-09,English,1,0,2,2,2,1
2023-09-29,2023-09,Math,0,0,0,0,0,2
2023-09-29,2023-09,Chinese,1,0,10,0,0,0
2023-09-28,2023-09,English,0,0,111,51,39,15
2023-09-28,2023-09,Chinese,0,0,111,47,43,38
2023-09-28,2023-09,Chinese,1,0,19,6,6,2
2023-09-28,2023-09,English,1,0,4,4,4,2
2023-09-28,2023-09,Chinese,1,1,9,4,3,6
2023-09-28,2023-09,Math,0,0,1,0,0,5
2023-09-28,2023-09,Math,1,1,0,0,0,0
2023-09-27,2023-09,Chinese,0,0,174,69,63,49
2023-09-27,2023-09,English,0,0,96,58,44,17
2023-09-27,2023-09,English,1,0,6,4,4,1
2023-09-27,2023-09,Chinese,1,1,7,3,2,4
2023-09-27,2023-09,Chinese,1,0,7,3,3,0
2023-09-27,2023-09,Math,0,0,1,1,1,4
2023-09-27,2023-09,Music,0,0,24,0,0,7
2023-09-26,2023-09,English,0,0,271,142,81,15
2023-09-26,2023-09,Chinese,0,0,216,82,70,35
2023-09-26,2023-09,English,1,0,20,12,9,0
2023-09-26,2023-09,Chinese,1,1,15,7,5,3
2023-09-26,2023-09,Chinese,1,0,15,3,3,3
2023-09-26,2023-09,Math,1,0,1,1,1,1
2023-09-26,2023-09,Music,0,0,4,0,0,8
2023-09-26,2023-09,Math,0,0,0,0,0,1
2023-09-25,2023-09,English,0,0,269,136,87,18
2023-09-25,2023-09,Chinese,0,0,288,112,87,47
2023-09-25,2023-09,Chinese,1,1,19,9,9,6
2023-09-25,2023-09,English,1,0,6,3,1,1
2023-09-25,2023-09,Math,0,0,4,2,1,6
2023-09-25,2023-09,Music,1,0,4,2,2,1
2023-09-25,2023-09,Chinese,1,0,11,1,1,2
2023-09-25,2023-09,Music,0,0,16,0,0,13
2023-09-24,2023-09,Chinese,0,0,397,138,96,38
2023-09-24,2023-09,English,0,0,53,44,37,19
2023-09-24,2023-09,Chinese,1,1,11,6,6,2
2023-09-24,2023-09,Chinese,1,0,8,4,4,1
2023-09-24,2023-09,Math,0,0,2,2,1,6
2023-09-24,2023-09,Music,0,0,21,0,0,13
2023-09-23,2023-09,Chinese,0,0,102,62,55,33
2023-09-23,2023-09,English,0,0,78,54,44,19
2023-09-23,2023-09,English,1,0,7,5,3,2
2023-09-23,2023-09,Chinese,1,1,11,4,4,3
2023-09-23,2023-09,Math,0,0,5,2,1,2
2023-09-23,2023-09,Music,1,0,3,1,1,1
2023-09-23,2023-09,Chinese,1,0,9,1,0,0
2023-09-23,2023-09,Math,1,0,1,1,1,1
2023-09-23,2023-09,Music,0,0,21,0,0,3
2023-09-23,2023-09,English,1,1,1,0,0,1
2023-09-22,2023-09,English,0,0,193,104,64,17
2023-09-22,2023-09,Chinese,0,0,113,59,50,34
2023-09-22,2023-09,English,1,0,15,8,4,1
2023-09-22,2023-09,Chinese,1,1,12,4,3,1
2023-09-22,2023-09,Math,0,0,1,1,1,3
2023-09-22,2023-09,Chinese,1,0,12,1,1,1
2023-09-22,2023-09,Music,0,0,19,1,1,2
2023-09-21,2023-09,English,0,0,200,90,59,20
2023-09-21,2023-09,Chinese,0,0,134,62,56,26
2023-09-21,2023-09,English,1,0,19,14,11,0
2023-09-21,2023-09,Chinese,1,0,16,8,8,1
2023-09-21,2023-09,Chinese,1,1,20,7,6,2
